pathway	pval	padj	log2err	ES	NES	size	leadingEdge	signedlogp	NAME
GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY	0.488465396	0.69820195	0.046881986	-0.299398603	-1.005029009	390	TCF21,HAND2,PRRX1,TCF4,FLI1,MEIS3,CREB3L1,IKZF3,FOXF1,ERG,ZNF521,MEF2C,GLI1,ETV1,IRF4,NDN,NR1H3,EBF2,LEF1,TBX21,HOXC4,MAF,SPIB,CEBPA,GATA4,AR,SPI1,NR2E3,EGR2,NR5A2,CEBPE,MIXL1,ZNF438,PHOX2A,HOXD10,EGR3,PRDM16,HOXD3,TFEC,MEOX2,VENTX,MAFB,ZNF814,RXRB,ETV2,ZBTB17,SOX11,RFXANK,JUNB,FOXL2,ZBED1,BATF,SOX18,RORB,MYB,PAX5,NFIA,ZNF784,ZNF668,ZNF580,PGR,NR4A1,NFATC2	-0.311166197	GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY
GOBP_STRESS_RESPONSE_TO_METAL_ION	0.488059701	0.697762851	0.065532103	-0.448444299	-0.994789447	15	MT3,MT1A,PARK7	-0.31152705	GOBP_STRESS_RESPONSE_TO_METAL_ION
GOBP_NEURON_APOPTOTIC_PROCESS	0.487932844	0.697722298	0.048995409	-0.306410203	-1.000810323	215	AXL,MEF2C,FASLG,TREM2,APOE,AGAP2,NAIP,MT3,TYROBP,F2R,BCL2,NDNF,ITGA1,CX3CR1,ADAM8,CITED1,GRIK2,GDNF,FAIM2,NUPR1,TGFB3,CCL3,MAX,IL27RA,BTG2,CHL1,LGMN,GPX1,GDF5,CNTFR,IL10,ADORA2A,EGLN2,HMOX1,DIO3,PARK7,FAM162A,DRAXIN,CCL2,NLRP1,SNCA,ITGAM,NEFL,ARRB2,NGF,AIFM1,NFATC4,RAPSN,ADARB1,BAX,HRAS	-0.311639948	GOBP_NEURON_APOPTOTIC_PROCESS
GOBP_TERPENOID_METABOLIC_PROCESS	0.487394958	0.697093859	0.055249566	-0.335599913	-0.99359132	74	RARRES2,ALDH1A2,ADH1B,ALDH1A1,DHRS4L2,RDH5,DHRS4,LRP1,PNPLA4,PPARD,CRABP1,RBP1,ALDH1A3,CYP27C1,RDH12	-0.312118968	GOBP_TERPENOID_METABOLIC_PROCESS
GOBP_FATTY_ACID_CATABOLIC_PROCESS	0.487385321	0.697093859	0.053129805	-0.3244638	-0.995260081	96	LEP,ECI2,BDH2,ABCD2,PCK1,ETFB,ADTRP,ACOX2,HADH,DECR1,HSD17B10,MLYCD,ACOT8,TWIST1,PLA2G15,PPARD,MCAT,ACAD10,GCDH,ECI1,ABCD4,PCCA,NUDT8,CPT1C,ACAA2,ACADS,ABHD1,ECHDC2,ACAT2,HADHA,ACAA1,ECHS1	-0.312127555	GOBP_FATTY_ACID_CATABOLIC_PROCESS
GOBP_CELL_FATE_SPECIFICATION	0.487334138	0.697093859	0.055479331	-0.338419133	-0.997552737	72	SFRP2,TBX2,GLI3,TBX21,AR,EOMES,HOXD10,FOXA2,FKBP8,GLI2,ISL2,NTRK3,ETV2,TENM4,SOX18,RBPJ,TBX10,EYA2,LMO4,TBX3,HNF1B,DLL1,SHH	-0.312173165	GOBP_CELL_FATE_SPECIFICATION
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	0.486842105	0.696865927	0.064648457	-0.432081725	-0.980714328	17	FGF1,FGF7	-0.312611868	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING
GOBP_SENSORY_ORGAN_MORPHOGENESIS	0.486542443	0.696577742	0.048505984	-0.304548745	-1.000244437	234	THY1,COL8A1,PRRX1,TIFAB,ITGA8,ZEB1,COL11A1,COL5A1,FASLG,COL5A2,TBX2,KDR,GLI3,SOBP,EDNRA,FBN1,HESX1,BCL2,FZD2,OSR1,MFAP2,ROR2,CHRNA10,NR2E3,WNT2,INSIG1,PROX1,CTHRC1,MAFB,MFAP5,EFEMP1,ATP8A2,SOX11,NKX3-2,FOXL2,FRZB,RORB,COL8A2,NOG,DIO3,AQP5,TWIST1	-0.312879268	GOBP_SENSORY_ORGAN_MORPHOGENESIS
GOBP_FEEDING_BEHAVIOR	0.486194478	0.696501857	0.055364284	-0.335731366	-0.993980505	74	HAND2,LEP,APLN,ASIP,GHRL,TACR1,MRAP2,ACE,ATP8A2,MCHR1,OPRD1,CNTFR,ADORA2A,TRH,NPW,SLC24A4,MMP17,FYN,NR4A3,DACH1,DERL2,NEGR1,P2RY1,NPY,DRD2,FOS,PMCH,NTRK2	-0.313189978	GOBP_FEEDING_BEHAVIOR
GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	0.485958486	0.696304594	0.056176659	-0.339063429	-0.990936605	69	COL1A1,PIEZO2,ENG,BMP6,AQP1,TLR7,CYBA,TLR4,TNFRSF8	-0.31340083	GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.485561497	0.695876522	0.050092287	-0.308696961	-0.99443197	160	RAMP3,LRRC15,CNPY4,TREM2,GPC3,ABI3,GZMB,VIL1,MMP14,STAC3,CD81,PKDCC,NKD2,AR,GSN,DAB2,MRAP2,STX8,RHOG,TGFB1,IFNG,LRP1,FIS1,LYPD1,KCNE1,TNFAIP6	-0.313755758	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE
GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	0.484892086	0.695266799	0.064070375	-0.430788183	-0.993234476	18	C1QTNF4,ST18,CEBPA,SPI1	-0.314354904	GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY
GOBP_VIRAL_LIFE_CYCLE	0.484662577	0.695266799	0.048118399	-0.303421636	-1.008986144	291	CXCR4,AXL,LRRC15,FCN3,LGALS1,CXCR6,SELPLG,APOE,ITGA5,CD81,TNFRSF4,ITGB5,CCR5,GAS6,BCL2,IFITM2,CD4,ITGB7,CD209,GSN,CLEC5A,CD28,NR5A2,CD80,CD86,IFITM3,SIGLEC1,SLAMF1,PROX1,MVB12A,APOBEC3H,CD74,LTF,CCL5,LGALS9,HLA-DRB1,EFNB3,CAV1,BST2,TARBP2,CCL8,ZBED1,RNASEK,IFI27,CH25H,TRIM27,PPIB,NFIA,VPS37D,CLEC4G,APOBEC3C,NCAM1,VPS4A,APOBEC3G,RPSA,CHMP4A,LRSAM1,IFITM1,CHMP1A,CHMP7,MRC1,CCL2,TNFRSF14,CIITA,CTSB,DYNLT1,CR2	-0.314560513	GOBP_VIRAL_LIFE_CYCLE
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	0.484247375	0.694977391	0.054231594	-0.329205851	-0.99553265	88	MEF2C,DRD4,CHRNA6,SYP,GDNF,ADRA2A,P2RX1,CPLX2,FLOT1,ADORA2A,CAMK2A,DTNBP1,PRKCB,SYN1,SNCA,GFAP,ASIC1,SNCAIP,KCNMB4,CALM3,KMO,SNCG	-0.314932725	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.48371532	0.694354473	0.055826472	-0.339045579	-0.999399302	72	MMP2,GNG11,MMP9,GNGT2,BCL2,GNG2,GNG7,AKT3,GNAI2,PRMT1,CAV1	-0.315410158	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	0.482710927	0.693334186	0.062386149	-0.399218737	-0.991963659	25	AVPR1A,TBXA2R,TACR1,CYBA,ACE,PDE4D,HSD11B2	-0.31631287	GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.482646421	0.693334186	0.051011413	-0.315227014	-0.998985827	135	SERPINF1,HGF,FEZ1,APOE,SCARF1,ELAVL4,FES,DPYSL3,DISC1,NDNF,CAMK1,ROR2,EPO,ATP1B2,RGS2,ATP8A2,NTRK3,CUX2,CNTN1,TWF2,PTN	-0.31637091	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT
GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	0.48245614	0.693249351	0.065087757	-0.433986201	-0.985037	17	IGF1,SLC4A4,IFNG,P2RX7,MLXIPL,GPD1	-0.316542162	GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	0.481185861	0.691845066	0.053457214	-0.325012511	-1.001874719	102	TRPC6,TREM2,FXYD2,DRD4,STAC3,CCR2,EDNRA,NR1H3,TESC,VMP1,GLRX,ATP1B2,GSTO1,IFNG,TMSB4X,CACNA2D1,LRRC55,NDUFA4,PARK7,CCL2,PON1,CALM3,KCNC1,IFNGR2,ACTN2,NTSR1,ADRB2,NLGN3,GSTM2	-0.317687142	GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY
GOBP_ALDITOL_METABOLIC_PROCESS	0.480994152	0.69170982	0.065235306	-0.435536308	-0.988555344	17	LEP,PCK1,TKFC,GALK1,MOGAT2,TPI1,GK,COQ2	-0.317860204	GOBP_ALDITOL_METABOLIC_PROCESS
GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.480597015	0.691559873	0.066284219	-0.451743264	-1.002107581	15	SLC47A1,SLC38A5,SLC7A7	-0.318218931	GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOBP_GLUCOSE_METABOLIC_PROCESS	0.479872881	0.690658166	0.050193425	-0.308471033	-1.000045634	172	C1QTNF1,PGM5,SDS,IGFBP4,APOD,LEP,IGF1,POMC	-0.318873792	GOBP_GLUCOSE_METABOLIC_PROCESS
GOBP_AXON_DEVELOPMENT	0.479438315	0.690313216	0.04773424	-0.300130776	-1.008499242	435	ROBO4,MMP2,CDH11,THY1,CXCL12,FLRT2,FEZ1,DPYSL2,APOD,TRPV2,CRTAC1,NEXN,ETV1,APOE,SCARF1,NDN,GLI3,NREP,MT3,RHOH,EDNRA,GAP43,CSF1R,BCL2,PLXNC1,EDN3,SEMA4A,DISC1,PTPRO,GDNF,CDKL3,EGR2,ARHGEF25,S100B,NEFH,STK25,NTNG2,RHOG,RTN4RL1,RAC2,ARHGAP4,CHL1,NPTX1,SLIT3,SPP1,BOC,NFASC,ATP8A2,EFNB3,TNN,DAB1,GLI2,FN1,ISL2,RPL24,FLOT1,PLXND1,VASH2,SEMA5B,SEMA3G,TSPO,NOG,NCAM1,ITGA4,CNTN1,TWF2,PTN,ARX,LAMA2,ISLR2,BCL11B,LPAR3,DRAXIN,CDH2,S100A6,C12orf57,SCN1B,NEFL,STK11,KLK8,PLA2G10,SLITRK4,CHN1,FYN,NGF,SEMA6B,NTN5,MAP1A,ROBO3,LHX9	-0.319267262	GOBP_AXON_DEVELOPMENT
GOBP_LAMELLIPODIUM_ORGANIZATION	0.478672986	0.689491548	0.055479331	-0.33317377	-0.994534744	81	CDH13,ABI3,ENPP2,VIL1,PDPN,PLEKHO1,ARHGEF6,WAS,PTPRO,RAC2,KIT,P2RY12,S1PR1,PARVB	-0.319961082	GOBP_LAMELLIPODIUM_ORGANIZATION
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	0.477503628	0.688367054	0.065235306	-0.44239927	-1.00020541	16	CHST1,NAGK,RENBP,CHST7,AMDHD2	-0.321023324	GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS
KEGG_GLUTATHIONE_METABOLISM	0.476623377	0.687772011	0.05998925	-0.366404237	-0.995730018	44	GSTM5,GGT5,GSTO1,GGT1,GPX1,GSTM1,GSTZ1,GSTM4,GSTP1,MGST3,MGST2,GSS,GSTA4,GSTM2,GSTM3,GSTK1,GSTA1,GPX7,TXNDC12	-0.321824661	KEGG_GLUTATHIONE_METABOLISM
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	0.475897436	0.686890268	0.049093967	-0.306305132	-1.014577796	273	TIFAB,CCL19,FASLG,TREM2,LGALS1,CCL21,HTR2B,S100A4,CAPN3,BTK,RHOH,EDNRA,ECM1,F2R,CCR7,LILRB4,TRADD,PIM2,CD4,EDA2R,TIAF1,CX3CR1,GJA1,LIME1,TLR7,S100B,TRAF5,NLRC3,PPM1N,CD74,LTF,LGALS9,HLA-DRB1,TLR4,TERF2IP,BST2,CD36,APOL3,PYCARD,CARD8,TRIM27,HMOX1,PRKCB,CARD16,WDR83,NLRP12,SIRPA,CLEC4D,TRAF1,TICAM2,TNFRSF19,GPRC5B,IKBKG,S100A13,GSTP1,TNFSF10,NOD2,CCDC22,TMEM101,FYN,PELI2	-0.322486635	GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
WP_AGERAGE_PATHWAY	0.475609756	0.68661494	0.057125851	-0.344716544	-0.999597172	65	MMP2,MMP9,MMP14,MSR1,ALPL,NCF1	-0.322749245	WP_AGERAGE_PATHWAY
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	0.475030451	0.685918409	0.057125851	-0.340755652	-0.998345916	70	SFRP2,GPC3,DACT1,FZD2,ROR2,DAB2,MLLT3,CTHRC1,ASTN2	-0.32327855	GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.474892396	0.685858865	0.064940768	-0.431532767	-1.005231977	19	CIDEB,NLRC4,LGMN,PYCARD,BAK1,BAD,CASP9,NLRP6,IFI16,TBC1D10A	-0.323404784	GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.474393531	0.685417861	0.061976274	-0.383783917	-0.997401735	35	IRF4,SLAMF6,LY9,TBX21,LOXL3,IL27RA,BATF,IL12RB1,ARID5A,SMAD7	-0.323861242	GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
WP_NOTCH_SIGNALING	0.474025974	0.685328117	0.060248409	-0.369537052	-1.00424367	44	NOTCH4,LFNG,MFNG,KCNJ5,DLL4,PTCRA	-0.324197861	WP_NOTCH_SIGNALING
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.473880597	0.685328117	0.058221624	-0.349594029	-1.004797545	60	LYL1,MEF2C,ID4,NAB2,EGR2,EGR3,JUNB,VRK3,RRAD,PPP2R1A,DUSP6,FOSB,EGR1,FOS,JUND,ARC,ID2,MAPK11	-0.324331073	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	0.473825503	0.685328117	0.061840604	-0.392973689	-1.0044362	30	WNT4,OSR1,GREM1,GDNF,NOG,BMP4,HNF1B,BASP1,WNT2B,PAX2,SMO	-0.324381567	GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	0.473747017	0.685328117	0.056294075	-0.334647564	-0.995283498	77	FASLG,F2R,LAPTM5,LCK,ATP2A3,DLC1,NLRC4,P2RX1,ST20,CTSH,PYCARD,CARD8,RPS27L,NLRP12,FAM162A,NLRP1,SNCA,PPARG,CRADD,AIFM1,BAK1,BAD,BAX	-0.324453512	GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS
GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.473684211	0.685328117	0.063359701	-0.409102834	-0.997485831	23	SLC2A5,SLC5A10,SLC5A1,SLC2A3,SLC2A9,SLC23A1,SLC5A2	-0.324511092	GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOBP_RUFFLE_ASSEMBLY	0.473548387	0.685328117	0.05998925	-0.368080858	-0.996003473	41	ABI3,STAP1,AIF1,RHOG,ARHGAP24,EVL,CSPG4,P2RY12,CAV1	-0.324635638	GOBP_RUFFLE_ASSEMBLY
REACTOME_PARASITE_INFECTION	0.472187886	0.684744931	0.058098358	-0.349716562	-1.005133823	58	CD247,BTK,ELMO1,CD3G,WIPF1,SYK,WAS,FCGR3A,NCKAP1L,HCK,FGR	-0.325885159	REACTOME_PARASITE_INFECTION
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	0.471990465	0.684738983	0.056411839	-0.336057437	-1.000553361	79	SNAI2,APOC1,DKK3,APOE,WNT4,NUPR1,C1QTNF3,INSIG1,PROX1,SIRT4	-0.326066775	GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0.47167756	0.684425202	0.052269332	-0.318519123	-1.007645372	132	FGF1,RGCC,LEP,IGF1,ANG,TAL1,AGAP2,MT3,CD300A,GAS6,MOB2,GREM1,ADRA2A,EPO,CD86,NCKAP1L,MOB3A,CCL5,RPLP1,MOB3C,GHR,NTRK3	-0.326354785	GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS	0.471671388	0.684425202	0.064648457	-0.419936077	-1.001411583	21	FASLG,BCL2	-0.326360468	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS
GOBP_CELL_VOLUME_HOMEOSTASIS	0.471467391	0.684400615	0.062661823	-0.399815005	-1.008024567	28	KCNMA1,AQP1,KCNN4,SLC12A8,SLC12A3,P2RX7,SLC12A9,TRPV4	-0.32654834	GOBP_CELL_VOLUME_HOMEOSTASIS
WP_MEASLES_VIRUS_INFECTION	0.471365639	0.684400615	0.052805005	-0.319013316	-1.002136242	120	CCND2,FASLG,CD3D,FCGR2B,CD3E,IL2RA,IL2RB,CD3G,BCL2,TRADD,IL2RG,CD209,CD28,TLR7,SLAMF1,PIK3CD	-0.32664208	WP_MEASLES_VIRUS_INFECTION
WP_FOLATE_METABOLISM	0.470951792	0.684400615	0.058221624	-0.350080274	-1.006179181	58	SERPINE1,HBB,FOLR2,IFNG,GPX1,APOA1,SOD3,CCL2,PLAT	-0.327023546	WP_FOLATE_METABOLISM
REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.470914127	0.684400615	0.063642408	-0.412082304	-1.004750457	23	CSF1R,IL16,CD4,IL10RB,STX4,IL32,SNAP25,CSF3	-0.327058281	REACTOME_OTHER_INTERLEUKIN_SIGNALING
GOBP_OSTEOBLAST_DEVELOPMENT	0.470503597	0.684386586	0.065532103	-0.434417309	-1.001601867	18	CLEC5A,PTHLH,TNN,GLI2,BGLAP,PTH1R,RUNX2,SHH,JUND	-0.327437052	GOBP_OSTEOBLAST_DEVELOPMENT
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	0.470149254	0.684310112	0.067362387	-0.454960937	-1.009245384	15	UPP2,NT5C,DPYS,DHODH	-0.327764249	GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.470097357	0.684310112	0.063927193	-0.41705369	-1.009233795	22	CABP1,APOD,CD36,PARK7,PKIA,PKIG	-0.32781219	GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT
GOMF_STEROL_TRANSPORTER_ACTIVITY	0.469959947	0.684310112	0.061976274	-0.385851686	-1.000061515	33	CETP,APOE,STAR,GRAMD1B,PLTP,APOA1,TSPO	-0.327939154	GOMF_STEROL_TRANSPORTER_ACTIVITY
HALLMARK_PANCREAS_BETA_CELLS	0.469529086	0.683969575	0.063784539	-0.412647017	-1.006127356	23	DPP4,LMO2,AKT3,SST,FOXA2,MAFB	-0.328337499	HALLMARK_PANCREAS_BETA_CELLS
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS	0.469162996	0.683858161	0.053021251	-0.31929529	-1.003022025	120	SERPINF1,TREM2,PTPRN2,VSNL1,GAS6,PTPRN,GHRL,GATA4,XBP1,GPR68,ADRA2A,NOX4,PCK1,FOXA2,CYBA,NPTX1,ACE,HLA-DRB1,PIH1D1,GPX1,MLXIPL	-0.328676249	GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS
GOBP_EAR_MORPHOGENESIS	0.468253968	0.682954727	0.054455595	-0.323607124	-1.000225929	107	PRRX1,TIFAB,ITGA8,ZEB1,COL11A1,TBX2,SOBP,EDNRA,HESX1,FZD2,OSR1,ROR2,CHRNA10,INSIG1,PROX1,CTHRC1,MAFB,ATP8A2	-0.329518533	GOBP_EAR_MORPHOGENESIS
GOBP_GLIAL_CELL_DEVELOPMENT	0.468181818	0.682954727	0.054568065	-0.323900753	-1.000759666	104	TREM2,C1QA,VIM,ASPA,ID4,MT3,ILK,LGI4,ROR2,MXRA8,IFNG,NRROS,TLR4,LRP1,C5AR1,SOX11,AGER,ADORA2A,TENM4,CNTN1	-0.329585456	GOBP_GLIAL_CELL_DEVELOPMENT
GOBP_ACTIN_FILAMENT_ORGANIZATION	0.467871486	0.682677983	0.048897077	-0.301387966	-1.012330984	407	RGS4,ARHGEF15,SCIN,ESAM,CXCL12,RGCC,CCL21,MAGEL2,ANG,VIL1,PSTPIP1,SYNPO2,LMOD1,RHOBTB1,GMFG,SERPINF2,ARHGAP25,ELMO1,WNT4,GPR65,RHOH,ITGB5,CAPG,ARHGAP6,DPYSL3,BCL2,ALOX15,CCR7,WIPF1,MYO1F,WAS,ELN,GHRL,XIRP1,GSN,DLC1,TACR1,AIF1,KANK3,ARHGEF2,HMCN1,TGFB3,SH3KBP1,CASS4,CDC42EP5,PPM1F,RHOG,PROX1,NCKAP1L,RAC2,SHANK1,ARHGAP18,TMSB10,MSRB2,HCK,PDXP,EVL,CORO2B,TMSB4X,S1PR1,ESPNL,ADD2,PYCARD,APOA1,MYO1G,MICAL1,TRIM27,CATIP,MARCKS,TWF2,PREX1,CCL26,CTNNA3,LCP1,IQGAP2,PLEK,KPTN,TRPV4,SAMD14	-0.329873422	GOBP_ACTIN_FILAMENT_ORGANIZATION
GOBP_PHOTOTRANSDUCTION	0.467025572	0.681724532	0.062661823	-0.389354094	-1.004931555	32	GNGT2,GUCY2D,NR2E3,OPN3,TRPC3,SLC24A4,RCVRN,PDE6C,GPR88	-0.330659339	GOBP_PHOTOTRANSDUCTION
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	0.466397849	0.681088923	0.062661823	-0.385341716	-1.008995281	36	GZMB,VCAM1,TLR7,CCL3,CCL4,TLR4,IL10,IRF7,IKBKG	-0.331243461	WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS
GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY	0.466032609	0.680964057	0.063219117	-0.400643914	-1.010114436	28	FXYD2,HSCB,ATP1B2,DNAJC15,MYBPC3,LRRC55	-0.331583694	GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	0.466019417	0.680964057	0.052375908	-0.315569892	-1.008151535	145	LEP,FFAR4,VSNL1,FFAR3,KCNA5,CRHBP,GHRL,UQCC2,GPR68,FAM3D,ADRA2A,CAPN10,BLK,FOXA2,SIRT4,CD74,IFNG,CCL5,HLA-DRB1,HADH,TRH,RPH3AL,CD38,RASL10B,UCP2,PPARD,SOX4,STX4,PLA2G6,IL1B,BAD,FKBP1B,ALOX5,KCNJ11,SNAP25,NDUFAF2,ABAT,GLUL,TCIRG1,TRPM2,GABBR1,DRD2	-0.331595987	GOBP_REGULATION_OF_PEPTIDE_TRANSPORT
GOBP_ORGANIC_CATION_TRANSPORT	0.464959569	0.679689143	0.062939469	-0.38654504	-1.004577515	35	SLC47A1,SLC22A3,SLC25A19,SLC7A8,ADORA2A,SLC25A26,SLC22A4,SLC22A18,SLC19A3,SLC22A16,CHRNA3,SLC18A3,SLC25A42,SLC29A1,TACR2	-0.33258481	GOBP_ORGANIC_CATION_TRANSPORT
GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS	0.464912281	0.679689143	0.066896628	-0.44137633	-1.00181069	17	EMCN	-0.332628982	GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.464912281	0.679689143	0.066896628	-0.441434734	-1.001943252	17	LY96,UBA52,CD14,TLR4,RPS27A,TICAM2,IRF7	-0.332628982	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.46442953	0.679334873	0.062800398	-0.395354313	-1.010521047	30	DRD4,STAC3,GPR35,REM1,CACNA2D1,RRAD,CRHR1,CALM3	-0.333080174	GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY
GOMF_HORMONE_RECEPTOR_BINDING	0.464183381	0.67911505	0.065981614	-0.426603435	-1.00277393	20	LEP,FABP4,GPHA2,GNRH1,PTHLH,SOCS2	-0.333310412	GOMF_HORMONE_RECEPTOR_BINDING
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	0.464179104	0.67911505	0.067992259	-0.457031608	-1.013838779	15	FZD4,AP2S1,AP2A2,PRKCB,ARRB2	-0.333314414	REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	0.463636364	0.678595041	0.061302608	-0.371291423	-1.009011299	44	PDGFRA,PRRX1,MMP14,GLI3	-0.333822509	GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.463508323	0.678547832	0.060640401	-0.362429841	-1.007395205	49	MMP2,MMP9,AP2S1,EFNB3,AP2A2	-0.333942463	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS
GOMF_ATPASE_ACTIVATOR_ACTIVITY	0.463347165	0.678452111	0.064358337	-0.408834661	-1.005712616	24	FXYD2,HSCB,ATP1B2,DNAJC15,MYBPC3	-0.33409349	GOMF_ATPASE_ACTIVATOR_ACTIVITY
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.463157895	0.678452111	0.056411839	-0.333190813	-1.007988933	89	ARHGEF15,RGCC,SERPINF2,WNT4,GPR65,ARHGAP6,WAS,DLC1,TACR1,TGFB3,PPM1F,PROX1,EVL,CORO2B,S1PR1,APOA1	-0.334270929	GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.462987887	0.678346679	0.063079041	-0.388374511	-1.004927461	34	ACSM3,DBI,HADH,DECR1,ACOT13,MCAT,ACAD10,NDUFAB1,ECI1,PCCA,ACAA2,ACADS,HADHA,ECHS1,ACOT1	-0.334430371	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION
